StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,screener1,screener2,screener2_7_TEXT,specialtyField,valuesTreatment,valuesOpenTreatment_3,ypTreatment1_1,ypTreatment1_2,ypTreatment2_1,ypTreatment2_1.1,manipCheckOpen_T,sayingTreatment,ypTreatment3_1,ypTreatment4,valuesControl,ypControl1,ypControl2a,manipCheckOpen_C,sayingControl,dayDetail_1,dayDetail_4,dayDetail_5,dayDetail_6,dayDetail_7,dayDetail_8,dayDetail_9,dayDetail_10,dayDetail_11,dayDetail_12,dayDetail_14,dayDetail_15,dayDetail_16,dayDetail_18,dayDetail_19,dayDetail_20,dayDetail_21,dayDetail_22,dayDetail_23,dayDetail_24,dayDetail_25,dayDetail_26,dayDetail_27,dayDetail_28,manipCheck2,manipCheck1,layTheories_1,layTheories_2,layTheories_3,severe,moveForwardOpen,ladder_Patient,insurance_Patient,income_Patient,ed_Patient,manipCheckName,sdoh1,sdoh2,culturalCompetancy1,culturalCompetancy2,PFI1_1,PFI1_2,PFI1_3,PFI1_4,PFI1_5,PFI1_6,PFI2_1,PFI2_2,PFI2_3,PFI2_4,PFI3_1,PFI3_2,PFI3_3,PFI3_4,PFI3_5,PFI3_6,petition1,petition2,donation_1,donation_2,intelligence_1,intelligence_2,intelligence_3,yearsWork_1,specialty,jobTitle,yearsWorkCurrent_1,workWhere,workInsurancePercent_1,edOwn,trainingDegree,trainingWhere,trainingWhere_US,trainingWhere_notUS,age,gender,gender_5_TEXT,race,race_6_TEXT,race_7_TEXT,ladder,politics,income,edFather,edMother,UPMID,Condition,treatRecode1_1,treatRecode2_1,treatRecode1_2,treatRecode2_2,strike,treat1,treat2,treatSum,treatAvg,treatmentDose,frustrating,initiative,honest,exaggerate,deserve,difficult,givingUp,lazy,motivated,healthImproves,intelligent,attributions,notes
2024-08-30 16:37:29,2024-08-30 19:24:09,0,166.205.54.20,100,9999,1,2024-08-30 19:24:09,R_7mZVNaPFR7FI1my,1,1,NA,1,"9,2,6",Holistic: medicine is not cookie cutter solutions and what might be desirable for one patient is not an option for another. ,Patients are coming to you to solve a problem. You cannot understand the problem unless you get the full story and what the goals of the patient are. ,Being known and understood is what all people want. Patients want to be understood and their concerns validated. Being able to tell your story is highly therapeutic. ,"Patients don’t want to be perceived as ignorant, or they don’t want to challenge authority. ","I have many patients whose parents can come across as anxious, demanding, or overbearing. I try to validate their concerns and let them know that they are not crazy or being difficult. When they feel understood, they are more likely to listen to your treatment plan. ",How to interface and communicate with patients in a more effective manner. ,"As you start your new role, never forget why you went into medicine. Never forget your personal statement when applying to medical school.

Through the busyness of the day, never forget that your patients scheduled an appointment with you because they have hope you can address their concern. Most people don’t want to go to a hospital or clinic, so the fact they set aside time to go means that they trust you and are looking forward to see you. 

Never forget the most important part of the patient interaction is listening to your patient. You can’t solve the case if you don’t know the facts. You don’t know the facts if you don’t listen to your patient. Most patients require treatment plans that are unique to their situation. Listen to them so that you can treat them in the most optimal way possible. ",,,,,,,,Na,Seeing patients ,Seeing patients ,Same,Same,Doing notes,Seeing patients ,Same,Same ,Same,Same,Doing notes,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1,4,2,2,3,6,Understand the barriers for him to follow the treatment plan. ,5,3,4,3,1,5,3,4,4,4,4,5,4,5,4,2,2,1,2,2,2,3,2,2,2,0,0,80,20,5,6,5,12,Pediatrics and primary care sports medicine ,Primary care sports medicine physician,4,NA,90,4,,1,45,,34,1,,2,,,10,4,7,4,4,KMPs5ilXyccG,Treatment_1,1,1,1,1,2,7,8,2,1,100,4,4,5,1,5,3,1,3,3,5,3,5,Dave will need motivation and greater education on his treatment. Inquire about reasons for not following treatment plan. 
2024-08-30 19:04:27,2024-08-30 19:32:27,0,173.79.146.93,100,1680,1,2024-08-30 19:32:28,R_6zwMiYL6KNsQznd,1,1,NA,1,,,,,,,,,,,"1,2,4,7",Patients don’t comprehend the information we provide. They have preconceived ideas and are often misinformed online ,"Patient noncompliance and non adherence directly and indirectly impacts my work. I start to question my ability and knowledge to care for my patients. It makes me frustrated at times and that frustration can impact my relationship with staff, colleagues and family ",Challenges with patients ,With new technology I am able to communicate at no cost with people from across the world ,Getting ready for work ,Saw patients ,Saw patients ,Saw patients ,Saw patients ,Saw patients and took a brief break to eat lunch ,Saw patients ,Saw patients ,Saw patients ,Saw patients ,Worked on in basket ,Returned home and eat snacks,Worked on in basket (lab review; medication refill; responding to patient messages),Worked on in basket ,Working on in basket ,Working on in basket,Bedtime ,Bedtime ,Bedtime ,Bedtime ,Bedtime ,Bedtime ,Bedtime ,Bedtime ,6,5,4,6,6,4,Ask him what he wants ,6,2,3,1,1,4,4,4,4,3,3,3,2,3,3,3,4,3,3,2,2,2,2,2,2,0,0,100,0,3,3,3,12,Internal Medicine ,Physician ,7,NA,100,4,MD,2,NA,India ,45,2,,2,,,4,4,7,3,2,lhQFS8WPq05j,Control_Active,1,1,2,2,1,7,8,2,1,83,4,4,5,3,4,4,3,2,3,5,4,5,Patient didn’t follow through with any of my earlier orders. 
2024-08-30 19:04:27,2024-08-30 19:32:27,0,173.79.146.93,100,1680,1,2024-08-30 19:32:28,R_6zwMiYL6KNsQznd,1,1,NA,1,,,,,,,,,,,"1,2,4,7",Patients don’t comprehend the information we provide. They have preconceived ideas and are often misinformed online ,"Patient noncompliance and non adherence directly and indirectly impacts my work. I start to question my ability and knowledge to care for my patients. It makes me frustrated at times and that frustration can impact my relationship with staff, colleagues and family ",Challenges with patients ,With new technology I am able to communicate at no cost with people from across the world ,Getting ready for work ,Saw patients ,Saw patients ,Saw patients ,Saw patients ,Saw patients and took a brief break to eat lunch ,Saw patients ,Saw patients ,Saw patients ,Saw patients ,Worked on in basket ,Returned home and eat snacks,Worked on in basket (lab review; medication refill; responding to patient messages),Worked on in basket ,Working on in basket ,Working on in basket,Bedtime ,Bedtime ,Bedtime ,Bedtime ,Bedtime ,Bedtime ,Bedtime ,Bedtime ,6,5,4,6,6,4,Ask him what he wants ,6,2,3,1,1,4,4,4,4,3,3,3,2,3,3,3,4,3,3,2,2,2,2,2,2,0,0,100,0,3,3,3,12,Internal Medicine ,Physician ,7,NA,100,4,MD,2,NA,India ,45,2,,2,,,4,4,7,3,2,lhQFS8WPq05j,Control_Active,1,1,2,2,2,5,6,4,2,100,5,5,3,3,4,5,4,4,3,3,4,5,Patient doesn’t follow through my treatment plan 
2024-08-30 18:52:20,2024-08-30 19:33:05,0,69.122.155.97,100,2445,1,2024-08-30 19:33:06,R_1IS0a9dKu2JBA4y,1,1,NA,1,,,,,,,,,,,"1,7,8","I work in a hospital mostly, and I agree that there are issues with providing health care to people that might lack health literacy or might not understand the enormity of their condition.  In situations like with diabetes, taking the medications and monitoring blood sugars is not an option.  There are time constraints, I can't spend an hour explaining the same things over and over again especially if the patient has been non adherent before.  The situation is often made worse by an abundance of technologies which can often make things worse and by an abundance of information online.  People make up their minds about something like insulin saying it's bad for you once you go on it you'll never get off.  This all depends.  It depends on whether life style interventions are even tried.  And if you need insulin, you need it, you're not going to make your life more difficult by taking it when your diabetes has progressed to the point of needing it.  ","A lot of the patient's I see in the hospital come as a result of chronic conditions which are not taken care of.  Foot wounds from uncontrolled diabetes.  Kidney disease from uncontrolled diabetes and hypertension.  hypertensive urgency from uncontrolled hypertension.  The people that I see are sicker, more complicated than your average patient, and spend more time in the hospital due to multiple comorbidities.  If the underlying disease states were treated more appropriately, the work would not be as difficult and the patients and their families would not be nearly as difficult to work with. ",I read about patient non adherence and non compliance.  I also read about increased health care worker turnover increasing burnout and causing increased costs in health care in general. ,"I really think you should look into this new app regarding patients with specific diseases.  It might help someone with your condition to reach out to people around the world to see what living with their condition is like in different places.  It might give you some new ideas.  It might give you some perspective on how other people are struggling with the same issues as you.  It helps to make the world a smaller place, and puts your own struggles in perspective as you might gain from the camraderie of communicating with others with the same problem.   ","arriving to work, printing out lists","seeing patients, calling consults",seeing patient's calling consults,"starting on notes, following up on consults, scans and procedures for the day","social work, case management rounds","following up with patient's families, orders, consults","writing notes, following up with patient's families, orders, consults","writing notes, following up with patient's families, orders, consults",following up with patient's and families,finishing notes,"finishing notes, orders for the night","following up with patient's and families, signing out to night team","tucking patient's in, going over plans",off,"going over charts, consult notes",off,off,off,off,off,off,off,going over charts,driving into work,5,5,4,4,4,8,I would assess what barriers there are to him following the treatment and regimen.  I would need to asses if I could help him overcome those barries.  I would reassess if the nature of the pain and if it was either healing or not as significant to begin with.,3,4,3,2,1,4,3,4,4,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,0,0,100,0,3,3,3,5,internal medicine,hospitalist,2,NA,60,4,MD PhD,1,33,,46,1,,1,,,8,5,7,4,4,SZb8IRcUntkm,Control_Active,2,1,2,2,1,6,7,3,1.5,76,4,4,5,2,4,2,1,2,3,4,4,2,"'- Dave was started on acetaminophen and tramadol, moderate to high dose, with instructions to increase as needed, did patient did not take these medications
- Dave did not start these medications, unclear why
- Dave continues to have persistent pain in the ankle, will readdress medication adherence and consider physical therapy if he tolerates"
2024-08-30 18:52:20,2024-08-30 19:33:05,0,69.122.155.97,100,2445,1,2024-08-30 19:33:06,R_1IS0a9dKu2JBA4y,1,1,NA,1,,,,,,,,,,,"1,7,8","I work in a hospital mostly, and I agree that there are issues with providing health care to people that might lack health literacy or might not understand the enormity of their condition.  In situations like with diabetes, taking the medications and monitoring blood sugars is not an option.  There are time constraints, I can't spend an hour explaining the same things over and over again especially if the patient has been non adherent before.  The situation is often made worse by an abundance of technologies which can often make things worse and by an abundance of information online.  People make up their minds about something like insulin saying it's bad for you once you go on it you'll never get off.  This all depends.  It depends on whether life style interventions are even tried.  And if you need insulin, you need it, you're not going to make your life more difficult by taking it when your diabetes has progressed to the point of needing it.  ","A lot of the patient's I see in the hospital come as a result of chronic conditions which are not taken care of.  Foot wounds from uncontrolled diabetes.  Kidney disease from uncontrolled diabetes and hypertension.  hypertensive urgency from uncontrolled hypertension.  The people that I see are sicker, more complicated than your average patient, and spend more time in the hospital due to multiple comorbidities.  If the underlying disease states were treated more appropriately, the work would not be as difficult and the patients and their families would not be nearly as difficult to work with. ",I read about patient non adherence and non compliance.  I also read about increased health care worker turnover increasing burnout and causing increased costs in health care in general. ,"I really think you should look into this new app regarding patients with specific diseases.  It might help someone with your condition to reach out to people around the world to see what living with their condition is like in different places.  It might give you some new ideas.  It might give you some perspective on how other people are struggling with the same issues as you.  It helps to make the world a smaller place, and puts your own struggles in perspective as you might gain from the camraderie of communicating with others with the same problem.   ","arriving to work, printing out lists","seeing patients, calling consults",seeing patient's calling consults,"starting on notes, following up on consults, scans and procedures for the day","social work, case management rounds","following up with patient's families, orders, consults","writing notes, following up with patient's families, orders, consults","writing notes, following up with patient's families, orders, consults",following up with patient's and families,finishing notes,"finishing notes, orders for the night","following up with patient's and families, signing out to night team","tucking patient's in, going over plans",off,"going over charts, consult notes",off,off,off,off,off,off,off,going over charts,driving into work,5,5,4,4,4,8,I would assess what barriers there are to him following the treatment and regimen.  I would need to asses if I could help him overcome those barries.  I would reassess if the nature of the pain and if it was either healing or not as significant to begin with.,3,4,3,2,1,4,3,4,4,2,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,0,0,100,0,3,3,3,5,internal medicine,hospitalist,2,NA,60,4,MD PhD,1,33,,46,1,,1,,,8,5,7,4,4,SZb8IRcUntkm,Control_Active,2,1,2,2,2,5,6,4,2,79,4,4,4,3,4,4,4,4,2,4,3,2,"'- s/p televisit x 2
- patient did not follow treatment regimen
-addressed barries to obtaining treatment, will follow up in 2 weeks as needed"
2024-08-30 19:39:38,2024-08-30 20:08:50,0,73.88.80.222,100,1751,1,2024-08-30 20:08:50,R_6gjqjjFjRHADNeb,1,1,NA,1,,,,,,,,,,,"1,4","Noncompliance, missed appointments, lack of colmmunication",Causes burn out and makes me less likely to want to spend time with patient ,Factors that cause frustration in clinical practice such as patient noncompliance and staff turnover,"Technology may seem daunting, but it can actually improve your workload and productivity. Technology allows you to communicate more effectively to patients. For example, emails and message systems allow you to send information to patients at any time. ",Arrive at work and get ready for the day,See patients,See patients,See patients,See patients,Lunch and chart. Respond to messages,See patients,See patients,See patients,See patients,See patients,Chart and respond to messages,Go home,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,1,1,1,4,Restate importance of following treatment regimen ,3,4,2,2,1,4,3,4,3,4,4,4,3,4,4,1,2,2,2,2,1,1,1,1,1,0,1,100,0,4,5,5,8,Internal medicine,Physician,8,NA,67,4,Doctorate,1,45,,34,1,,1,,,7,5,5,3,3,do8yRED4hOGO,Control_Active,1,1,1,1,1,7,8,2,1,68,4,5,5,2,4,3,1,1,1,4,3,4,Patient has ankle pain that has remained constant. Noncompliant with treatment recommendations. Restated importance of recommendations will follow up.
2024-08-30 19:39:38,2024-08-30 20:08:50,0,73.88.80.222,100,1751,1,2024-08-30 20:08:50,R_6gjqjjFjRHADNeb,1,1,NA,1,,,,,,,,,,,"1,4","Noncompliance, missed appointments, lack of colmmunication",Causes burn out and makes me less likely to want to spend time with patient ,Factors that cause frustration in clinical practice such as patient noncompliance and staff turnover,"Technology may seem daunting, but it can actually improve your workload and productivity. Technology allows you to communicate more effectively to patients. For example, emails and message systems allow you to send information to patients at any time. ",Arrive at work and get ready for the day,See patients,See patients,See patients,See patients,Lunch and chart. Respond to messages,See patients,See patients,See patients,See patients,See patients,Chart and respond to messages,Go home,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,3,1,1,1,4,Restate importance of following treatment regimen ,3,4,2,2,1,4,3,4,3,4,4,4,3,4,4,1,2,2,2,2,1,1,1,1,1,0,1,100,0,4,5,5,8,Internal medicine,Physician,8,NA,67,4,Doctorate,1,45,,34,1,,1,,,7,5,5,3,3,do8yRED4hOGO,Control_Active,1,1,1,1,2,7,8,2,1,75,4,5,4,4,4,5,4,4,1,4,3,2,Dave continues to complain of constant ankle pain. Continues to not follow recommendations. Restated recommendations and will follow up.
2024-08-30 19:42:03,2024-08-30 20:15:49,0,69.158.129.206,100,2026,1,2024-08-30 20:15:50,R_6Es69NGhKsZ0yMp,1,1,NA,1,"9,3,6",Society can only progress if we think of bettering others’ lives,Helps with motivational interviewing to help them make changes that will better their health,Management plans are tailored to the patient’s unique perspective and wishes fostering trust ,"Lack of trust with with physician, not understanding ","I have a patient who has a lot of audiovisual learning issues and is triggered by loud noises, bright lights, and often can only communicate by writing. Her experience with physicians in the past have been dismissive and led her to distrust healthcare because physician didn’t necessarily tailor their practice to her needs. I made sure I always had a notepad in the patient room for her to communicate, and I often asked my MAs to save her triage for me to do until she became
More comfortable with the rest of our staff ",Kamala Harris’s interview ,"Remember that the majority of people do not seek medical care, and those who do typically do so when they are feeling weak, sick, and vulnerable. When you are feeling at your worst, literally entrusting your health and life with a potential stranger, it can be intimidating and scary to turn over that control to a physician. That is why it is our challenge as doctors to build a trusting relationship with our patients in short periods of time. And ultimately we are not the ones going home with the patients to ensure they heed our advice or follow our recommendations. And if they don’t like us, why would they do what we say? Our best hope is to build strong rapport and earn their trust so they listen to what we have to say, and they will listen to us if we first listen to them. ",,,,,,,,"Commuting to work, precharting ",Seeing patients ,Seeing patients ,Seeing patients ,Seeing patients ,"Seeing patients, quickly eating lunch ",Seeing patients ,Seeing patients ,Seeing patients ,Seeing patients ,Seeing patients ,Charting ,Charting ,Dinner ,Relaxing,Sleep,Sleep,Sleep,Sleep,Sleep,Sleep,Sleep,Sleep,Sleep,1,6,3,4,2,6,Refer to ortho ,4,2,5,3,1,5,2,4,1,2,2,2,3,2,2,3,4,3,3,2,2,2,2,2,2,0,0,75,25,5,6,5,8,Family medicine ,Assistant professor of family medicine ,5,NA,100,4,MD,1,9,,34,2,,2,,,9,1,7,4,3,mM6QTpcy5aSc,Treatment_1,2,1,1,1,1,6,7,3,1.5,78,5,4,4,3,5,4,2,2,2,4,3,4,"Patient with nondisplaced ankle fracture 3 weeks ago, treated with oral acetaminophen and tramadol for breakthrough pain. Seen today for followup without relief, has not completed followup with ortho or activity restrictions."
2024-08-30 19:42:03,2024-08-30 20:15:49,0,69.158.129.206,100,2026,1,2024-08-30 20:15:50,R_6Es69NGhKsZ0yMp,1,1,NA,1,"9,3,6",Society can only progress if we think of bettering others’ lives,Helps with motivational interviewing to help them make changes that will better their health,Management plans are tailored to the patient’s unique perspective and wishes fostering trust ,"Lack of trust with with physician, not understanding ","I have a patient who has a lot of audiovisual learning issues and is triggered by loud noises, bright lights, and often can only communicate by writing. Her experience with physicians in the past have been dismissive and led her to distrust healthcare because physician didn’t necessarily tailor their practice to her needs. I made sure I always had a notepad in the patient room for her to communicate, and I often asked my MAs to save her triage for me to do until she became
More comfortable with the rest of our staff ",Kamala Harris’s interview ,"Remember that the majority of people do not seek medical care, and those who do typically do so when they are feeling weak, sick, and vulnerable. When you are feeling at your worst, literally entrusting your health and life with a potential stranger, it can be intimidating and scary to turn over that control to a physician. That is why it is our challenge as doctors to build a trusting relationship with our patients in short periods of time. And ultimately we are not the ones going home with the patients to ensure they heed our advice or follow our recommendations. And if they don’t like us, why would they do what we say? Our best hope is to build strong rapport and earn their trust so they listen to what we have to say, and they will listen to us if we first listen to them. ",,,,,,,,"Commuting to work, precharting ",Seeing patients ,Seeing patients ,Seeing patients ,Seeing patients ,"Seeing patients, quickly eating lunch ",Seeing patients ,Seeing patients ,Seeing patients ,Seeing patients ,Seeing patients ,Charting ,Charting ,Dinner ,Relaxing,Sleep,Sleep,Sleep,Sleep,Sleep,Sleep,Sleep,Sleep,Sleep,1,6,3,4,2,6,Refer to ortho ,4,2,5,3,1,5,2,4,1,2,2,2,3,2,2,3,4,3,3,2,2,2,2,2,2,0,0,75,25,5,6,5,8,Family medicine ,Assistant professor of family medicine ,5,NA,100,4,MD,1,9,,34,2,,2,,,9,1,7,4,3,mM6QTpcy5aSc,Treatment_1,2,1,1,1,2,7,8,2,1,100,4,4,5,3,4,4,2,2,2,4,3,4,At this point would not recommend refill of opioid given 3 weeks since acute fracture. Referred to ortho for reevaluation. Advised around the clock ibuprofen and Tylenol with topical lidocaine as needed
2024-08-30 19:57:05,2024-08-30 20:31:19,0,47.222.38.33,100,2053,1,2024-08-30 20:31:20,R_7oCItd4qKxZ7NjX,1,1,NA,1,"9,3,5",I think it’s important to try out yourself in your patient’s shoes. ,In order to better treat the patients in their own preferred way. ,The patient would be more satisfied with their care. ,They don’t understand their condition.  The provider is talking over their head and give the perception that no questions are allowed.  ,"Once an anxious patient was able to relax during an appt, he was able to share important information about his health that he was withholding due to anxiety. ",I read that empathy and trust are important for patient care. ,Always listen to the patient for at least 15 seconds before talking.  Put yourself in their shoes when explaining a complex condition. Trust and empathy will result in better patient care and patient satisfaction.,,,,,,,,,Seeing patients ,Seeing patients ,Seeing patients ,Seeing patients ,Meeting ,Meeting ,Seeing patients,Seeing patients ,Seeing patients ,Finishing notes ,Driving home ,,,,,,,,,,,,,2,3,4,5,4,4,Refer to ortho. ,3,4,2,2,1,3,1,3,1,5,5,5,5,5,5,1,4,2,2,2,2,2,2,2,2,0,0,50,50,4,4,4,23,Internal medicine. ,Physician and regional medical director ,6,NA,100,4,MD,1,45,,52,1,,2,,,9,6,7,3,4,WRGzEsJkshfR,Treatment_1,1,1,2,1,1,7,8,2,1,95,4,5,5,2,4,4,2,4,1,4,2,1,Patient did not comply with my instructions so his pain did not improve.  Increase pain meds.  Encouraged compliance. 
2024-08-30 19:57:05,2024-08-30 20:31:19,0,47.222.38.33,100,2053,1,2024-08-30 20:31:20,R_7oCItd4qKxZ7NjX,1,1,NA,1,"9,3,5",I think it’s important to try out yourself in your patient’s shoes. ,In order to better treat the patients in their own preferred way. ,The patient would be more satisfied with their care. ,They don’t understand their condition.  The provider is talking over their head and give the perception that no questions are allowed.  ,"Once an anxious patient was able to relax during an appt, he was able to share important information about his health that he was withholding due to anxiety. ",I read that empathy and trust are important for patient care. ,Always listen to the patient for at least 15 seconds before talking.  Put yourself in their shoes when explaining a complex condition. Trust and empathy will result in better patient care and patient satisfaction.,,,,,,,,,Seeing patients ,Seeing patients ,Seeing patients ,Seeing patients ,Meeting ,Meeting ,Seeing patients,Seeing patients ,Seeing patients ,Finishing notes ,Driving home ,,,,,,,,,,,,,2,3,4,5,4,4,Refer to ortho. ,3,4,2,2,1,3,1,3,1,5,5,5,5,5,5,1,4,2,2,2,2,2,2,2,2,0,0,50,50,4,4,4,23,Internal medicine. ,Physician and regional medical director ,6,NA,100,4,MD,1,45,,52,1,,2,,,9,6,7,3,4,WRGzEsJkshfR,Treatment_1,1,1,2,1,2,6,7,3,1.5,88,5,5,4,4,4,NA,3,4,1,4,2,1,Patient remains noncompliant.  Pain is still present.  Refer to ortho. 
2024-08-30 20:14:50,2024-08-30 20:40:17,0,72.69.195.171,100,1527,1,2024-08-30 20:40:18,R_34kqMkmj8FSHO4w,1,1,NA,1,"9,3,5",Empathy towards patients is essential ,,,,,I read about relationships patients and their doctors ,I need to make necessary adjustments in practice to accommodate patient needs this will result in increased trust ,Maintaining professionalism and empathy. Encouraging compliance with care ,Despite my busy schedule I gave a patient more time than allowed to address his particular needs ,,,,,,Morning report ,Morning rounds ,Rounds continue ,Wrapping up ,End rounds ,Lunch ,Procedures ,Conference ,Office hours ,Same ,Same ,End office ,Home ,Home ,Dinner ,Sleep ,Same ,Same ,Same ,Same ,Same,Same,Wake up ,Commute ,4,5,5,4,5,7,Physical therapy and steroid injection ,7,2,5,2,1,5,4,4,4,5,4,5,4,5,4,2,3,2,3,2,2,1,1,1,2,0,0,60,40,2,2,3,18,Internal medicine ,Attending ,18,NA,89,4,Doctor ,1,33,,49,1,,1,,,8,6,7,2,1,YlyYAH800l7W,Treatment_2,2,1,2,1,1,6,7,3,1.5,61,4,3,4,3,5,2,1,1,5,5,5,1,"Pain intensity 
Compliance 
Prescription "
2024-08-30 20:14:50,2024-08-30 20:40:17,0,72.69.195.171,100,1527,1,2024-08-30 20:40:18,R_34kqMkmj8FSHO4w,1,1,NA,1,"9,3,5",Empathy towards patients is essential ,,,,,I read about relationships patients and their doctors ,I need to make necessary adjustments in practice to accommodate patient needs this will result in increased trust ,Maintaining professionalism and empathy. Encouraging compliance with care ,Despite my busy schedule I gave a patient more time than allowed to address his particular needs ,,,,,,Morning report ,Morning rounds ,Rounds continue ,Wrapping up ,End rounds ,Lunch ,Procedures ,Conference ,Office hours ,Same ,Same ,End office ,Home ,Home ,Dinner ,Sleep ,Same ,Same ,Same ,Same ,Same,Same,Wake up ,Commute ,4,5,5,4,5,7,Physical therapy and steroid injection ,7,2,5,2,1,5,4,4,4,5,4,5,4,5,4,2,3,2,3,2,2,1,1,1,2,0,0,60,40,2,2,3,18,Internal medicine ,Attending ,18,NA,89,4,Doctor ,1,33,,49,1,,1,,,8,6,7,2,1,YlyYAH800l7W,Treatment_2,2,1,2,1,2,5,8,3,1.5,79,3,2,5,3,5,2,1,1,5,5,5,1,"Recommend physical therapy 
Steroid injection 
Follow up orthopedics "
2024-08-30 20:12:36,2024-08-30 20:44:10,0,104.28.103.18,100,1893,1,2024-08-30 20:44:11,R_1n7Qd0q4k3cRHLv,1,1,NA,1,,,,,,,,,,,"1,5,7","At times patients are hesitant to proceed with physical therapy because it requires more effort and want a quick fix even when I know that if they commit to PT, they will get better. ",It results in worse outcomes for the patient. ,I read about fly fishing. ,There is new technology called AI that can help you with synthesizing large amounts of data into bullet points and pearls of the most important info. It is going to change all industries including healthcare. ,Got into office ,Seeing patients,Seeing patients,Seeing patients,Seeing patients,Seeing patients,Seeing patients,Seeing patients,Seeing patients,Seeing patients,Drive home,,,,,,,,,,,,,,2,3,4,4,3,4,I would keep making the recommendations and try to explain why it is important to follow through. ,5,3,4,2,1,4,1,2,1,3,4,3,4,4,5,2,2,2,2,2,2,2,2,2,2,0,0,100,0,2,2,2,11,Sports Medicine,Sports Medicine Physician,10,NA,96,4,MD,1,24,,39,1,,1,,,9,2,7,4,3,2vqe6sMbBjAH,Control_Active,1,1,2,1,1,7,8,2,1,94,4,4,5,2,5,2,1,3,2,5,3,2,"Distal Fibula Fracture
Persistent pain after fracture
Has not yet followed up on treatment recommendations "
2024-08-30 20:12:36,2024-08-30 20:44:10,0,104.28.103.18,100,1893,1,2024-08-30 20:44:11,R_1n7Qd0q4k3cRHLv,1,1,NA,1,,,,,,,,,,,"1,5,7","At times patients are hesitant to proceed with physical therapy because it requires more effort and want a quick fix even when I know that if they commit to PT, they will get better. ",It results in worse outcomes for the patient. ,I read about fly fishing. ,There is new technology called AI that can help you with synthesizing large amounts of data into bullet points and pearls of the most important info. It is going to change all industries including healthcare. ,Got into office ,Seeing patients,Seeing patients,Seeing patients,Seeing patients,Seeing patients,Seeing patients,Seeing patients,Seeing patients,Seeing patients,Drive home,,,,,,,,,,,,,,2,3,4,4,3,4,I would keep making the recommendations and try to explain why it is important to follow through. ,5,3,4,2,1,4,1,2,1,3,4,3,4,4,5,2,2,2,2,2,2,2,2,2,2,0,0,100,0,2,2,2,11,Sports Medicine,Sports Medicine Physician,10,NA,96,4,MD,1,24,,39,1,,1,,,9,2,7,4,3,2vqe6sMbBjAH,Control_Active,1,1,2,1,2,6,7,3,1.5,93,4,5,4,3,5,NA,1,3,2,5,3,2,"Distal fibula fracture
Non compliant
Persistent pain"
2024-08-30 18:37:31,2024-08-30 20:56:41,0,47.229.68.119,100,8350,1,2024-08-30 20:56:42,R_5y3MjAXeDUgMGRT,1,1,NA,1,"7,9,3",A lot of my patients feel ignored and rushed by their previous providers. I try to keep in mind that they don’t have a medical background and just want things explained to them in ways they can understand ,,,,,The importance of connecting with patients ,"Congratulations! Starting out as a new attending can be overwhelming. You will feel like you have jumped into the deep end and are furiously treading water trying to juggle patient visits, paperwork, messages and your home life. My best advice to you is to try to treat every patient with respect and speak to them how you would like to be spoken to. Most difficult patients are projecting a frustration that their needs haven’t been met somewhere else. Try not to rush them. It will build a stronger relationship and they will be more invested in their own health goals. They will also be more willing to listen to your suggestions, or be willing to collaborate with you to create a plan to reach their health goals.","I try to build rapport throughout the visit, not just at the beginning. Even while addressing the issues and at the end of the visit. I listen and don’t interrupt as much as I can","I have a patient that, in the beginning, used to come every other week or so due to anxiety about every little symptom or ache. I felt it was important not to dismiss these fears and, even though I may not have needed to order a huge work up, I acknowledged my patient’s worry, and talked through each symptom and what it could mean, if something was more likely or less likely. After a while, the visits were able to be booked further apart and now, they only need to see me every few months",,,,,,N/A,Arrive and start with messages/reviewing labs,"Patient care, messages, paperwork review","Patient care, messages, paperwork review","Patient care, messages, paperwork review",Phone visits and lunch,"Patient care, messages, paperwork review","Patient care, messages, paperwork review","Patient care, messages, paperwork review","Patient care, messages, paperwork review","Review messages, comb through next day’s schedule to prepare and preorder labwork",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,2,1,2,2,5,"I would ask him if he has any treatment options in mind. If he would prefer to stay away from medications. Ask if the pain is prohibiting him from doing his daily activities and if yes, how he would like to go forward with his treatment",5,3,4,2,1,5,3,3,3,4,4,4,3,4,4,2,2,2,2,2,1,1,1,1,1,0,0,70,30,6,6,6,11,Family medicine ,Physician ,9,NA,90,4,Doctorate,1,5,,42,2,,2,,,8,4,7,4,3,7h2leNs7Y9Ye,Treatment_2,2,1,2,1,1,6,7,3,1.5,41,2,2,5,3,5,2,1,1,2,5,3,5,Pain due to fracture. Pain management discussed. Pt unable to follow initial recommendations 
