StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,screener1,screener2,screener2_7_TEXT,valuesTreatment,valuesOpenTreatment_3,ypTreatment1,ypTreatment2,ypTreatment3a,ypTreatment3b,ypTreatment4,manipCheckOpen_T,sayingTreatment,valuesControl,valuesOpenControl_1,ypControl1,ypControl2a,ypControl2b,ypControl3,ypControl4,manipCheckOpen_C,sayingControl,dayDetail_1,dayDetail_4,dayDetail_5,dayDetail_6,dayDetail_7,dayDetail_8,dayDetail_9,dayDetail_10,dayDetail_11,dayDetail_12,dayDetail_14,dayDetail_15,dayDetail_16,dayDetail_18,dayDetail_19,dayDetail_20,dayDetail_21,dayDetail_22,dayDetail_23,dayDetail_24,dayDetail_25,dayDetail_26,dayDetail_27,dayDetail_28,manipCheck2,manipCheck1,severe,moveForwardOpen,ladder_Patient,insurance_Patient,income_Patient,ed_Patient,manipCheckName,sdoh1,sdoh2,culturalCompetancy1,culturalCompetancy2,PFI1_1,PFI1_2,PFI1_3,PFI1_4,PFI1_5,PFI1_6,PFI2_1,PFI2_2,PFI2_3,PFI2_4,PFI3_1,PFI3_2,PFI3_3,PFI3_4,PFI3_5,PFI3_6,petition1,petition2,donation_1,donation_2,yearsWork_1,specialty,jobTitle,yearsWorkCurrent_1,workWhere,workInsurancePercent_1,edOwn,trainingDegree,trainingWhere,trainingWhere_US,trainingWhere_notUS,age,gender,gender_5_TEXT,race,race_6_TEXT,race_7_TEXT,ladder,politics,income,edFather,edMother,Condition,aid,treatRecode1_1,treatRecode2_1,treatRecode1_2,treatRecode2_2,strike,treat1,treat2,treatSum,treatAvg,treatmentDose,frustrating,initiative,honest,exaggerate,deserve,difficult,givingUp,lazy,motivated,healthImproves,intelligent,attributions,notes
2024-05-01 22:31:52,2024-05-02 00:11:26,0,100,5974,1,2024-05-02 00:11:27,R_2ah2UnlPXsnuggx,,,,,41.6997,-70.9087,anonymous,EN,1,3,,"9,2,6","Empathy is an important value to have as a Registered Nurse because we see patients at some of the worst times in their lives when they are vulnerable, scared, and hurting in some way whether physically/psychologically or often times both.  It is important to remember as humans we all experience suffering and often times need validation of our experiences, education on the unknown, and knowing someone is there with us through this time and that's the role of the nurse, to say I see you are suffering, and I am here to help you through that, whatever that means to you. ","By taking the time to listen to our patients perspectives we can provide patient-centered care that focuses on what the patient sees as a priority.  By focusing our care on the highest needs of our patient we start to establish trust and can engage in shared-decision making.  When decisions are shared and prioritized with patient's needs in mind, patients tend to increase adherence to the plan of care and patient outcomes and satisfaction improves. ","In my experience, some reasons patients or families may be anxious or hesitate to ask questions is because 1. they don't speak the same language and this creates a barrier to communication effectively and efficiently at times, especially depending on communication services available. 2. Another reason is due to time constraints, provider has limited time and patient feels rushed, they may not be made to feel like a priority. 3.The patient or family member may not know what to ask because they do not know what is important or 4. they are unfamiliar with the US healthcare system and or the 5. unfamiliar with diagnosis, limited understanding of medical terminology or use of medical facilities. 5. Sometimes patients and family members are in shock depending on the medical situation and they may not be cognitively able to even process what is happening never-mind know what questions to ask, they may feel overwhelmed and have sensory and information overload.",Understanding a patient's perspective will have a positive effect on patient adherence to plan of care. ,"When the patient feels heard and respected which helps them trust their provider, the patient will increasingly adhering to a plan of care which is likely designed to improve patients health and get patient back to whichever goal they originally set together. It's a win-win for both. ","It has been beneficial to engage the patient in shared-decision making when it comes to their goals as it builds trust between the provider and patient and sometimes we have limited time to build that trust.  Patients are much more likely to engage in behaviors that will complete the goals if they are driven by their own wants and needs and they feel they have support and are not alone.  A nurses role is much of the time educating, supporting, and guiding our patients to the best course of action based  on their wishes, values, and needs. increased patient satisfaction is also likely when the patient provider relationship is based on trust, utilizes active communication, and shared decision making. 
",I read about ways that providers and patients can establish better relationships which with improve patient outcomes and make the patient feel heard. ,"It is important you understand as healthcare providers we provide care to our patient and it's up to them to decide if they want to use it.  Please listen to your patients, from day one.  Listen to their story, it will give you the answers to what they value most, what is most important to them, and it will establish trust in your relationship. Take the time to listen to your patients and ask them personal questions about themselves and their families and who they are.  In listening to their story you will identify key details to their health journey and what they value the most which can help us as healthcare providers guide our patients to the best avenue for them to receive the care that is in alignment with their needs and wants.  It is not our job to make decisions for our patients, it is our job to provide them with the knowledge, support, and the resources they need to make the best decision for themselves.
",,,,,,,,,,Receive report from RN for one patient/introduce myself to patient and her husband/establish goals for the evening and plan for the night and ways to reach me when husband leaves and addressed all questions/ provided ice packs for headache/stopped IV antibiotic/Flushed PICC/IV lines/answered other roomate call light and provided medication administration,"Neuro exam, full physical assessment, EKG, I&O, medications administered, turned/repositioned/reassess pain, provided eye drops/ointment","reassess pain, patient received bed on another unit, packed patient up, called pt's husband and let him know patient was transferring to another unit, communicated with physcian to place transfer orders and give md to md report and let me know when that was completed, then found a strether, collaborated with PCA to transfer pt over to stretcher, drew and sent timed labs prior to transfer so there would not be delay in results, called report and transferred patient  myself to unit above ours, made our front desk aware patient was being transferred and grabbed written chart to hand off to next unit, signed transfer note, noted belongings","helped settle patient to new unit, cleaned stretcher and brought back down to unit. did a round on the unit to see if any one needed assistance with adls, labs, IV placement, turns. ","was able to eat, got told I was getting an adminission from the ed. did chart check on patient of provdier notes, labs taken, medications ghivn, and reviwed current neuro exam and plan of care, recieved report from ed nurse, paged pca about incoming patient needs and assisted her with getting room set up for patient arrival","patient arrived to our unit, neuro exam qhr, labs assessed, reversal of anticoagulation continued, ivf bolus given, set pt up on heart monitor, ekg, temp, weight, bp cycles every 30 minutes, spot continuous monitoring on, full physical assessment, additional iv access placed, belongings went through, hcp verfied,","MD at bedside for neuro exam, clarifying medications and plan of care, collaborate with PCA to set pt up for Head CT, need travel monitor at bedside, reposition patient",Travel to CT department with ICU bed and back,pt sleep,"neuro exam, turn, reposition, i&O, pain assessment, ","assessing orders, communicating with physician about need for wound rn consult and social sevices consult and case management referalls. also, asking for updates on head ct-which was stable","Neuro surgery department assess performing neuro exam with rn at bedside, discuss nonsurgical plan of care due to stability of scan and exam, pt no longer need to be npo, neuro icu md paged to change order , diet order placed and pt given ensure per request, turn, mouth care provided, all needs met and questions answered",in between this night also had moments I was able to help nurses with repositions and baths. helped with a code situation and admitting another patient. gave report to oncoming nurse. ,drive home 1 hr,get home,shower,replay day in my head,do school work,go to bed,sleep,sleep,sleep,sleep,sleep,4,1,4,"Assess thoughts he has about pain management, history of pain medication usage, pt/ot consult, orthopedic consult for more recocommendations, psychological assessment to find if depression could have anything to do with lack of motivation, are their other issues hindering him from being compliant that i can help with? I think there is more assessment I would want to do. ",5,3,4,2,1,5,5,4,4,2,4,4,2,4,5,4,4,4,4,1,3,1,3,3,4,1,1,50,50,14,Neuro ICU,Staff Nurse,6,,60,3,"BSN, currently in Master's Degree Program for Psychiatric Mental Health Nurse Practitioner",1,22,,34,2,,1,,,6,2,5,2,3,Treatment,663314d8-2136-9232-ead7-bfa8f74fb572,2,1,2,1,2,6,7,3,1.5,NA,5,4,5,1,5,,1,1,3,5,3,1,"Upon futher assessment, Dave is unable to get his prescriptions due to his pharmacies hours and therefore he was assisted to set up delivery service and now will have the medication delivered to him. He states he is nervous about using pain medication therefore he was educated on tramadol and acetaminophen and also alternative therpay such as ice and using a brace. orthopedic consult was placed. follow up in one week to assess for usage of medication, pain relief. Depression screening. PT/OT consult. "
2024-05-01 21:36:29,2024-05-02 00:17:58,0,100,9688,1,2024-05-02 00:17:59,R_2hLLg0gIB9eybFc,,,,,38.8015,-90.2062,anonymous,EN,1,3,,"9,3,5",I feel like it's showing empathy to your patience is very important if you don't show them everything how would your patient think that you care and why would I trust you to put they like to put you in a life in advance,Video Livermore I need to be taken a little bit more spirit because this is more important than anything,Because they're not doctors they don't know anything about position some people might know but a lot of people don't know and who wouldn't ask questions about their health and isn't somebody else's hands,Understanding of patience perspective on thing will most definitely make it a much smoother appointment for them and them and us just been on the same page,Listening in the patients perspective in a positive influence can most definitely helpful patient be very confident in their disease and having you been confident as well,Being able to see my patients' perspective and side of things about their healthy most definitely help us to have a better relationship when it comes to certain things,I just read about how patients feel about the Healthcare System,Dear new healthcare provider please do not get offended by the questions asked about your patients please take your job seriously and please care a lot because the wrong mistake can cost you your whole career,,,,,,,,,,,,,,,,,This was a very busy day for me I was very tired and exhausted when I came in,Around this time I was doing my rounds and I was checking on,I giving out medications giving people new RV bags,Around this time I go outside for a quick smoke break,Then I go around to make sure that all the patients are happy with their their dinner that they're having,Around helping everybody making sure that everybody shift is clean and just making sure that the,Helping everybody making sure that everybody shift is clean and just making sure that the patients doesn't this is when I take my hour break and I decide to have my lunch eat at the cafeteria, this is when I take my hour break and I decide to have my lunch eat at the cafeteria I,Sometimes I stayed over to help everybody,,,,,,,,,1,5,9,I will give Dave a few options I will let him know he will have to do this or if not only brother we just going to have to do surgery,5,1,3,3,1,5,4,5,4,4,5,5,4,4,5,1,2,1,1,1,1,1,1,2,2,1,1,45,55,7,Regristed nurse ,Regristed r,5,,72,3,6,1,26,,24,2,,3,,,5,1,3,2,3,Treatment,66330986-d966-6c23-7a2d-5adc3daa3eb8,4,3,4,3,1,2,4,7,3.5,100,3,5,5,1,5,3,1,4,1,5,1,1,Dave is still complaining about the pain and he said that he has not been doing with I have prescribed for him to do for the pain
2024-05-01 21:36:29,2024-05-02 00:17:58,0,100,9688,1,2024-05-02 00:17:59,R_2hLLg0gIB9eybFc,,,,,38.8015,-90.2062,anonymous,EN,1,3,,"9,3,5",I feel like it's showing empathy to your patience is very important if you don't show them everything how would your patient think that you care and why would I trust you to put they like to put you in a life in advance,Video Livermore I need to be taken a little bit more spirit because this is more important than anything,Because they're not doctors they don't know anything about position some people might know but a lot of people don't know and who wouldn't ask questions about their health and isn't somebody else's hands,Understanding of patience perspective on thing will most definitely make it a much smoother appointment for them and them and us just been on the same page,Listening in the patients perspective in a positive influence can most definitely helpful patient be very confident in their disease and having you been confident as well,Being able to see my patients' perspective and side of things about their healthy most definitely help us to have a better relationship when it comes to certain things,I just read about how patients feel about the Healthcare System,Dear new healthcare provider please do not get offended by the questions asked about your patients please take your job seriously and please care a lot because the wrong mistake can cost you your whole career,,,,,,,,,,,,,,,,,This was a very busy day for me I was very tired and exhausted when I came in,Around this time I was doing my rounds and I was checking on,I giving out medications giving people new RV bags,Around this time I go outside for a quick smoke break,Then I go around to make sure that all the patients are happy with their their dinner that they're having,Around helping everybody making sure that everybody shift is clean and just making sure that the,Helping everybody making sure that everybody shift is clean and just making sure that the patients doesn't this is when I take my hour break and I decide to have my lunch eat at the cafeteria, this is when I take my hour break and I decide to have my lunch eat at the cafeteria I,Sometimes I stayed over to help everybody,,,,,,,,,1,5,9,I will give Dave a few options I will let him know he will have to do this or if not only brother we just going to have to do surgery,5,1,3,3,1,5,4,5,4,4,5,5,4,4,5,1,2,1,1,1,1,1,1,2,2,1,1,45,55,7,Regristed nurse ,Regristed r,5,,72,3,6,1,26,,24,2,,3,,,5,1,3,2,3,Treatment,66330986-d966-6c23-7a2d-5adc3daa3eb8,4,3,4,3,2,2,3,7,3.5,100,1,5,5,1,5,5,1,5,1,5,2,2,Dave is still talking about he having pain and he's not following the doctor's orders
2024-05-02 13:53:10,2024-05-02 14:16:13,0,100,1383,1,2024-05-02 14:16:14,R_15NERubxk6kidjH,,,,,39.1091,-84.6082,anonymous,EN,1,3,,,,,,,,,,,"5,6,7,8",None. ,Communication health ,During COVID best communication was through social media platforms ,None,None,Nonetheless ,I read about the effectiveness of technology ,Technology can be useful in many different ways.   To check on family to check in at your home when not there and to simply check the weather.  ,Good,Good,Good,Smooth,,,,,,,,Good,,,,,,,,,,,,,4,5,7,Pain meds,5,2,3,2,1,5,3,5,3,5,5,5,5,4,3,1,1,4,1,3,3,1,2,2,3,1,1,50,50,10,None,Rn,5,,88,2,B,1,36,,36,2,,3,,,7,7,5,2,2,Control,6633ee23-9261-0781-def6-c0934f7ea80e,3,3,4,3,1,3,4,6,3,63,1,5,5,3,5,1,1,2,3,5,4,3,None
2024-05-02 13:53:10,2024-05-02 14:16:13,0,100,1383,1,2024-05-02 14:16:14,R_15NERubxk6kidjH,,,,,39.1091,-84.6082,anonymous,EN,1,3,,,,,,,,,,,"5,6,7,8",None. ,Communication health ,During COVID best communication was through social media platforms ,None,None,Nonetheless ,I read about the effectiveness of technology ,Technology can be useful in many different ways.   To check on family to check in at your home when not there and to simply check the weather.  ,Good,Good,Good,Smooth,,,,,,,,Good,,,,,,,,,,,,,4,5,7,Pain meds,5,2,3,2,1,5,3,5,3,5,5,5,5,4,3,1,1,4,1,3,3,1,2,2,3,1,1,50,50,10,None,Rn,5,,88,2,B,1,36,,36,2,,3,,,7,7,5,2,2,Control,6633ee23-9261-0781-def6-c0934f7ea80e,3,3,4,3,2,1,3,7,3.5,58,4,5,5,5,5,4,2,4,2,5,3,3,None
2024-05-02 18:34:01,2024-05-02 19:14:53,0,100,2451,1,2024-05-02 19:14:54,R_1EBLe6srS5wArEB,,,,,42.4248,-83.1951,anonymous,EN,1,3,,"9,3,5",Because I care about my patients ,Because some of my patients are very sick and fragile and need me the most ,Some patients do like to hear the truth ,I want my patients to be honest with me so I can give them the best recommendations ,By doing what they are supposed to do and take their medication ,It has been my pleasure to assist them and being honest with them ,My patients and caring for them ,"I am very happy with my job and would continue to assist with my patients 
",,,,,,,,,,Got ready for work ,Started my shift ,Did my rounds,Gave them their medicine ,They're vitals,Did paper work ,Had lunch ,Gave them more medicine ,Did more paper work ,Clocked out,,,,,,,,,,,,,,,4,4,4,Up the doses ,5,3,2,3,1,3,3,4,4,4,3,4,3,3,3,3,2,1,1,1,1,1,1,1,1,0,0,50,50,16,Manger ,Manger ,10,,68,4,High school graduate ,1,23,,46,2,,3,,,8,6,2,2,2,Treatment,66342fe6-c86d-5b3d-b5c7-799c023576e6,3,2,3,2,1,3,5,5,2.5,29,3,3,5,3,5,1,1,1,4,5,4,2,Dave pain is no improvement 
2024-05-02 18:34:01,2024-05-02 19:14:53,0,100,2451,1,2024-05-02 19:14:54,R_1EBLe6srS5wArEB,,,,,42.4248,-83.1951,anonymous,EN,1,3,,"9,3,5",Because I care about my patients ,Because some of my patients are very sick and fragile and need me the most ,Some patients do like to hear the truth ,I want my patients to be honest with me so I can give them the best recommendations ,By doing what they are supposed to do and take their medication ,It has been my pleasure to assist them and being honest with them ,My patients and caring for them ,"I am very happy with my job and would continue to assist with my patients 
",,,,,,,,,,Got ready for work ,Started my shift ,Did my rounds,Gave them their medicine ,They're vitals,Did paper work ,Had lunch ,Gave them more medicine ,Did more paper work ,Clocked out,,,,,,,,,,,,,,,4,4,4,Up the doses ,5,3,2,3,1,3,3,4,4,4,3,4,3,3,3,3,2,1,1,1,1,1,1,1,1,0,0,50,50,16,Manger ,Manger ,10,,68,4,High school graduate ,1,23,,46,2,,3,,,8,6,2,2,2,Treatment,66342fe6-c86d-5b3d-b5c7-799c023576e6,3,2,3,2,2,3,5,5,2.5,41,3,3,5,2,5,1,1,1,5,1,5,2,Dave pain haven't gotten better 
2024-05-02 18:52:47,2024-05-02 19:46:39,0,100,3231,1,2024-05-02 19:46:39,R_5g6eXfGMgqZ9PUM,,,,,33.6563,-112.1706,anonymous,EN,1,3,,,,,,,,,,,"1,5,7","I use spotify to listen to music in my free time. It provides all my favorite music, including contemporary hawaiian music which is nice because i no longer live in Hawaii ","Text my family, check weather,  check email ",Zoom meetings for work during the pandemic helped us to keep in touch with each other when our schools closed down ,I don't really utilize zoom for meetings since we are back to in-person learning,"I stream movies and shows on Netflix, Hulu and Max. I also watch videos on YouTube ",After work i sometimes watch my favorite shows like Seinfeld on netflixnif there's nothing good on TV. If i miss the local news I watch it on the app.,Technology has improved access to communication and entertainment ,Did you know that you can use your smartphone to do a video call with a loved one from lives far away? You can also order groceries online and have it delivered to your door- you can go shopping without leaving your home. You can watch movies that you love whenever you want from the comfort of your home. You can order your medications online and have it delivered to your door. Technology makes it easier to access many necessary things.  ,Open up office at 730a. Prep meds for the day.,School starts.  Administer meds as ordered. See injured/ill students,See injured/ill students,See injured/ill students,Administer meds as ordered. See injured/ill students,Daily meds. See injured/ill students. ,See injured/ill students,See injured/ill students. Complete charting,"Finish charting,  any reports. School ends. Work done at 330.",,,,,,,,,,,,,,,,3,4,5,"I would recommend following up with therapy, no more prescription pain meds , he needs to follow up with recommendations ",5,2,3,2,1,4,3,4,4,3,3,4,3,4,3,2,3,2,3,2,2,2,2,2,2,1,1,90,10,28,Community health/school nursing ,School Nurse RN,6,,75,3,BSN,1,3,,53,2,,2,,,6,4,6,2,2,Control,66343453-41ff-a096-a324-f176b80097ee,2,1,2,1,1,6,8,3,1.5,21,3,2,4,2,5,2,1,3,3,5,5,5,Not responding to low dose of tramadol and lidocaine.  Recommend slightly higher dose but encourage follow up with recommendations 
2024-05-02 18:52:47,2024-05-02 19:46:39,0,100,3231,1,2024-05-02 19:46:39,R_5g6eXfGMgqZ9PUM,,,,,33.6563,-112.1706,anonymous,EN,1,3,,,,,,,,,,,"1,5,7","I use spotify to listen to music in my free time. It provides all my favorite music, including contemporary hawaiian music which is nice because i no longer live in Hawaii ","Text my family, check weather,  check email ",Zoom meetings for work during the pandemic helped us to keep in touch with each other when our schools closed down ,I don't really utilize zoom for meetings since we are back to in-person learning,"I stream movies and shows on Netflix, Hulu and Max. I also watch videos on YouTube ",After work i sometimes watch my favorite shows like Seinfeld on netflixnif there's nothing good on TV. If i miss the local news I watch it on the app.,Technology has improved access to communication and entertainment ,Did you know that you can use your smartphone to do a video call with a loved one from lives far away? You can also order groceries online and have it delivered to your door- you can go shopping without leaving your home. You can watch movies that you love whenever you want from the comfort of your home. You can order your medications online and have it delivered to your door. Technology makes it easier to access many necessary things.  ,Open up office at 730a. Prep meds for the day.,School starts.  Administer meds as ordered. See injured/ill students,See injured/ill students,See injured/ill students,Administer meds as ordered. See injured/ill students,Daily meds. See injured/ill students. ,See injured/ill students,See injured/ill students. Complete charting,"Finish charting,  any reports. School ends. Work done at 330.",,,,,,,,,,,,,,,,3,4,5,"I would recommend following up with therapy, no more prescription pain meds , he needs to follow up with recommendations ",5,2,3,2,1,4,3,4,4,3,3,4,3,4,3,2,3,2,3,2,2,2,2,2,2,1,1,90,10,28,Community health/school nursing ,School Nurse RN,6,,75,3,BSN,1,3,,53,2,,2,,,6,4,6,2,2,Control,66343453-41ff-a096-a324-f176b80097ee,2,1,2,1,2,5,8,3,1.5,44,4,4,4,4,4,3,3,3,2,4,4,3,"Has been given low and moderate doses of pain meds, reports no pain improvement but has not been compliant with treatment recommendations "
2024-05-02 19:23:39,2024-05-02 20:34:50,0,100,4270,1,2024-05-02 20:34:51,R_2pYitnVvKlIpr33,,,,,42.3291,-71.1815,anonymous,EN,1,1,,"7,9,3",I believe and each motivational interviewing and ways to address psychosocial issues dealing with chronic illnesses,"Lots of medical problems involve patient compliance. However, this must be balanced with learning issues, sufficient time from the medical team to interact with patients in a positive, empowered, motivational interviewing style to share informaton about their illness, share their key role as a family member or as the patient and to help them understand their own needs, barriers and address how these can work together to make them healthier, take the appropriate decisions about their lifestyle, take medications corretly and improe their own outcomes. un","Too little time from HCP with patients. HCP always in a rush to see next patient, order tests, write prescriptions and too little time to use empowerment and motivational interviewing available to engage with the patient in an age-appropriate, social and family-friendly manner. To little contact with fathers or other family care-givers (grandparents, older siblings). Too little attention to providing knowledge in a less frightening and less burdensome manner.  Too little attention to open discussions about such issues to ease tensions, help understand what needs to be done by the patient/family and help assist the steps to make progress. ","Have done self-efficacy studies with adolescent diabetes patients and lectured about these as well as published. Have lectured about empowerment and motivational interviewing with chronic pediatric, adolescent and young adult diabetes and endocrinology disorders and taught these topics in 65 countries to date. Have used group teaching, individual teaching and multidisciplinary team approaches successfully to improve care, understanding, compliance as well as improve lab outcomes as well as decreased hospitalization/emergency room visits as well as improved long term health outcomes. Also have taught this in low-resource and middle-resource systems with excellent response and results.","Helps to have HCPs understand learning needs, how to motivate and encourage open discussions and not just ""giving orders"" which then aren't often followed, improves understanding and then adherence/compliance also improves even with difficult tasks with both acute and chronic conditions.  Better for patient and family. Better for HCP because goals are easier to achieve so more satisfaction and less stress on both sides.   ","Open-ended questions and not rapid orders are key.  Discussing psychosocial factors, financial factors and opening up discussions means having a unified multidisciplinary team approach that is internally consistent, utilizes the same empowering style of interactions and allows patients/family members to feel safe and more open about problem discussions, questions or worries while learning in a style that works for them. 
 Needs more time than most HCPs in USA and around the world typically have available to them so needs a different style approach from the healthcare system.  Can be done individually, with whole family, as well as with patient group teaching or even several family-group teaching especially applied to weekend or evening support sessions using the same useful empowerment and motivational interviewing and sharing style. ","Intriguing presentations about what my entire healthcare life has focused on:  patient/family/HCP interactions that promote improved knowledge sharing, compliance, adherence, short and long term healthier outcomes.  ","The best health care providers use empowerment and motivational techniques to help share information that is often complicated, scary and hard to follow because of learning difficulties, reading or math difficulties or other psychosocial issues. Too often patients and their families are too scared or unsure that they can express their questions or concerns and they often end up with compliance and adherence issues because the HCP is stuck with old-style autocratic sharing of information in too little time to promote open discussions about such issues.  By not simply telling people what you as a HCP have learned they should do but empowering the patient and family participation in the process, outcomes improve, compliance and adherence issues can be better addressed openly and without anger or frustration by HCPs to solve many of the short and long term issues of delivering medical information and having fewer problems n the process. ",,,,,,,,,,,Chart review for tomorrow's patient's lab orders,Two followup patients: one adolescent with IDDM; one acquired hypothyroid young adult,Two followup patients: one preschooler with IDDM with only mom not dad present;  one patient with Turner Syndrome treated with growth hormone and here to discuss timing of starting estrogen to maximize final height,Two followup diabetes patients; one elementary school child embarrassed to have to go to nurse for BG testing every day and being teased; second IDDM patient struggling with obesity as well as T1DM and higher BG levels as a result of the food issues,Lunchbreak and some phone calls and chart review/letters to PCPs,First half hour ongoing letter dictations; another teen patient with thyroid and GH deficiency following bicycle vs automobile accident and being treated with thyroxine and GH very successfully. Discussions about adding oxandrolone to delay epiphyseal closure and maximize GH height response. ,"Two followup patients with diabetes. First a preteen witih obesity and insulin resistance, hypercholesterolemia, borderline hypertension and positive family history of same with empowerment discussions about exercise, food choices, possible medication needs. Second patient with congenital adrenal hyperplasia diagnosed on newborn screening tests with excellent results on hydrocortisone treatment twice-a-day, no emergency room visits and excellent growth. ","Two college patients, longstanding with excellent compiance and being treated with insulin pumps, hybrid closed loop continuous glucose monitoring and excellent results vis-a-vis tie-in-range, minimized hypoglycemia and minimized hyperglyemia.","Two more adolescent diabetes patients one with multidose-insulin regimen and considering insulin pump as well as CGMS integrated monitoring because of higher than optimal A1c levels.  Second adolescent patient with hypoglycemia unawareness syndrome and too frequent hypoglycemia as well as intermittent severe hypoglycemia because of not utilizing own BG  monitoring results in a consistent manner. Discussions about optimizing pump and CSII systems that would allow computer algorithms to help with management issues, making deciisons easier and more automatically and ease the fears by being able to eliminate most if not all hypoglycemic events.","Return phone calls to patients, parents and referring HCPs",Chart review from previous day's patients and letter writing,Home for dinner,Journal reading,,,,,,,,,,,1,1,4,"Open ended questions to try to build a relationship, involve Dave in discussions about what he would like to do, what has been some of the barriers towards taking the pain meds, wearing the ankle support and whether or not he is able to avoid long hours t work standng which interferes with healing. Don't give ""orders"" but encourage his participation with nonjudgemental open-ended queries to empower his taking, participating and figuring out together what might be a next step.",4,4,2,2,1,5,1,5,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,80,20,42,"Pediatric, adolescent and young adult endocrinology and diabetes",Senior Endocrinologist at NEDEC,39,,100,4,MD and Honorary PhD for international education in Romania ,1,5,,76,1,,1,,,9,2,7,1,2,Treatment,66343b58-9ff1-51d7-ea84-f1208ee42cd0,1,1,2,2,1,7,8,2,1,63,4,4,5,2,5,2,1,1,4,5,5,5,Important to have Dave call if pain persists and not just wait for followup session. Likely needs xrays done to make sure no fracture that might need orthopedic followup and/or cast or other support.  Increase pain medication and reinforce using such support and avoiding weight bearing as much as possible to promote healing.  
